item_id,tags,locale,region,tier,traits,content_summary
item_412c369ca147e605,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free',"Due to Covid , this location does not allow anyone to enter. It would be best to order your prior to arriving so that a staff member can quickly bring it | Stumbled upon this adorable place today! A hidden gem in South Philly! Adorable tables, succulents, placemats, and the most friendly staff! They have a pretty | First off, they have a very cute storefront! Staff is super friendly as well. I got a bacon, egg, and cheese croissant - the croissant itself was nice and flaky"
item_412db3b985e4887e,"Restaurants, Pizza",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=True,"Well we decided to give this store one more try, we just had a baby and were desperate for a quick meal. Big mistake again with this location. arrived wit | I was ready to give them 5 stars for delivering to my hotel in 15 minutes, but it was clear why: - uncut - no garlic sauce - no pepper How do you make | Yummy and friendly service! They made my perfectly! I ordered half and half (boyfriend hates veggies) and not a single vegetable touching ""his half"""
item_41337027335e94db,"Mountain Biking, Local Services, Active Life, Shopping, Bike Repair/Maintenance, Sporting Goods, Fashion, Bikes, Coffee & Tea, Sports Wear, Food",Tampa,FL,1,BusinessAcceptsCreditCards=True;BikeParking=True,"Sitting in the ing lot now at 9:15 AM. They should've opened 15 minutes ago. It's woeful that you own a business and can't stick to a schedule. I was abo | I brought my sons electric scooter tire here to have the tube replaced. First Time I brought the whole scooter in because it was the back tire and I didn't want | Excellent shop and amazing service. Had a very tricky issue with my bike and the owner took the time to sort it all out, going above and beyond expectations. Hi"
item_413431b1f764e801,"Transportation, Taxis, Hotels & Travel",Philadelphia,PA,-1,,"The experience started off well - a Philadelphia cab company that not only accepts online reservations, but also has a fare calculator and tells you to download | Would give it a zero if I could. This service sucks! Called them requesting a for me and five others. Person told us that it was $7 per person and would ne | UPDATE: Spoke to to some supervisor jerk named Ed. If he reads this Ed-F U you jerk. Beyond rude to me. Called me names for not being able to take pictures of"
item_413c88f65d5519e2,"Salad, Pizza, Fast Food, Restaurants",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi='free';BikeParking=True,"I first came to as part of a Yelp Elite event (it's neat to be elite!). The chef of all came out and did a special evening of olive oil tastin | This is a neat place located near Broadway and Craycroft. This chain happens to encapsulate the casual concept that seems to be all rage in the world | Not great, but good compared to other similar places. Some of the toppings just didn't appear as fresh and customer service needs better ears (listening s"
item_413dded6fd8d2b3f,"Restaurants, Mexican",Tucson,AZ,-1,,"This is a nice addition to the Tucson Mall food court where Chipotle used to be. There is often a line waiting to order but service is quick. You build your m | I love , it's awesome that they have a location in Tucson Mall now! I'm a big fan of the Nachos al Pastor. This time I tried Fries | Oh where to start with ?? Well what we have to keep in mind is that it is located in the mall, so we shouldn't have big expectations. Let's start wit"
item_414041ee2de48865,"Restaurants, Bars, Performing Arts, Gluten-Free, Wine Bars, Nightlife, Italian, Arts & Entertainment",Philadelphia,PA,2,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi=u'no';BikeParking=False,"Ambience. Opera. Classic South Philly. Italian food. History. What's not to love? entertainment, vintage decor, photos of classic singers, super | South Philly is one of coolest neighborhoods on East Coast. row houses, old school Italian vibe, complete lack of pretentiousness, and a won | Wow, wow, wow!!! I can't believe it's taken me this long to dine at . live opera singing, incredibly talented and courteous staff, historical ye"
item_41425b3854c9e527,"Music & DVDs, Shopping, Books, Mags, Music & Video",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;BikeParking=True,"This is hands down the absolute best record shop in philly. Pat, Jamie and crew are the best. You want me To special order that for you? No problem. Great selec | Cool shop. They have a ton of CDs, but still a good selection of vinyl too which is what I was going after. They have some really good popular and new albums at | is a great record store in Manayunk. parking can sometimes be tricky if you go on the weekends, but otherwise isn't too bad. They carry"
item_4143565c707fd68c,"Hardware Stores, Shopping, Home & Garden",Tucson,AZ,-1,,"A nice option for your machining needs. Excellent selection of everything s & s. More than happy to special order parts s needed, just make sure you kn | I have found the staff extremely helpful. Over the years they have saved me money and time by stocking the s and s that have enabled me to put together s | I went in for a furniture bracket and 3 guys behind counter looked at me like I was crazy! Two continued to stare and one Wanted me to toss bracket I had to hi"
item_41442211aae38368,"Wine Bars, Bars, American (New), Restaurants, Vegetarian, Nightlife, Breakfast & Brunch",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi='free';BikeParking=True,"We came here for University City dining days and enjoyed the food very much! We chose to sit outside, but didn't feel like we weren't being waited on. We receiv | Not sure why this place only has 3.5 stars. Went there last night with my mom and it was amazing! We had the Pear and Bleu flatbread (suggested by the waitor), | Wanted to like this place - interesting menu, nice interior, good selection of s by the glass, friendly enough service. A couple of our items were good - tu"
item_41462f4d457c83e4,"Event Planning & Services, Food, Marketing, Professional Services, Venues & Event Spaces, Coffee & Tea",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free';BikeParking=True,"4.5 stars The aesthetics and vibes here alone would be enough for a return visit for me. The fact that the coffee is pretty fantastic and they support local bus | Cool coffee shop I never knew existed! Great service, fast wifi, and a killer chai tea latte. | a great place to get work done, as there's free wifi and a decent amount of outlets. the service was friendly, and the drip coffee was pretty good! my favorite"
item_414a4472d5604c96,"Chinese, Restaurants",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'free';BikeParking=True,"I've been to a lot of these Chinese fast food places and I have to say is the most efficient and better tasting. They have the same restaurant as any | Since this place is newly opened, we would give it a try. I had shrimp with cashew nuts lunch special. Good fried rice came with the entrée, not so salty nor g | Covid check. They are definitely protected. Plastic guard all the way across the counter. They do not offer hand sanitizer post check sign. Take out only."
item_4152496634362c3a,"Restaurants, Pizza, Food",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'no';BikeParking=True,"Biggest large I have seen in a long time! The was awesome and the price was amazing at $13.95! It fed our whole family! This is a small joint run by | I dig this place for sure! The is thin, crispy w just enough grease to make it glorious. If it were twice the price I'd still visit this tiny little j | Great and low price! They know how to cook here! Crispy on the edges and cooked correctly throughout! In addition to the delicious , they are s"
item_415395601059acac,"Bagels, Restaurants, Food",Tampa,FL,1,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,For me one of the best place to get fresh in Tampa bay! It is a hole in the wall and if a friend didn't introduce me to this place I probably would hav | Got the lox on everything bagel. It's huge and really good. Not sure if it's because it was Sunday but the line was out the door. I called in ahead of time and | 3 Stars for really good and croissants but a building that could use a good wash and some upgrades... I really enjoyed my breakfast here! The are
item_4160bff1e44928e4,"Irish, Nightlife, Irish Pub, Bars, Restaurants",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi=u'no';BikeParking=True,"Nice place, their blue cheese pizza is surprisingly our favorite item on the menu. Good daily specials on food so look out for those as sometimes they are | Great food, great drinks, gorgeous patio! Service is great. Definitely recommend for a casual dinner or as a place to watch the game. | I love this place!! Service is impeccable! The music they played is such a great mix of early 2000's mainstream music. Was somewhat of a flashback that turned"
item_416300f3b320150e,"Cafes, Restaurants, Hobby Shops, Shopping",Philadelphia,PA,-1,RestaurantsDelivery=False;WiFi=u'free',"This was such a funtabolus experience. is one heck of a great time for people who enjoys playing old school s. Its a pre | This place was awesome! You can't eat prices - $10 unlimited for day, or $15 unlimited for month?! owner was knowledgeable and helpful and check | Great Place to play and eat. food is wonderful and selection of s is amazing. If your stuck on what to play or what to eat Kevin is great with sugge"
item_4164d004c25609f3,"Fashion, Shopping, Accessories, Women's Clothing",Philadelphia,PA,3,BusinessAcceptsCreditCards=True,"Is closed? I loved --most stuff was a little on the ""splurge"" side of my price range, but it was all beautiful and just my style: girly, tai | Cute boutique filled to the brim with trendy & pretty femme pieces. They carry some of my fave girly designers like Custo Barcelona (yum!), Nanette Lepore & Be | Expensive, but this is the kind of boutique that puts Philly on the fahsion map. Fashion mags will feature hot new looks and will pop up as the place"
item_4165d3a870ec3e78,"Bookstores, Books, Mags, Music & Video, Shopping, Gift Shops, Psychic Mediums, Psychics, Active Life, Supernatural Readings, Fitness & Instruction, Jewelry, Used Bookstore, Arts & Entertainment, Meditation Centers, Spiritual Shop, Flowers & Gifts",Tampa,FL,1,BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi=u'no';BikeParking=True,"The best boutique for candles, stones and anything you need for wellness and mental clarity. The owner Ben is a very gracious owner and sincerely cares about hi | Love this place, loved the energy it had, the 2 ladies were very welcoming and helpful! Answer all the questions we had. Can't wait to go back! Bought myself a | A friend got a reading here today and raced so much about it I immediately came here to get one as well. Paul was amazing! He was so spot on and gave me that re"
item_4168885acfe1c1a0,"Skin Care, Shopping, Eyelash Service, Waxing, Hair Removal, Beauty & Spas, Makeup Artists, Cosmetics & Beauty Supply",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;BikeParking=True,"I am thrilled to have found while searching Yelp for a brow specialist. I just had my first appointment today after patiently growing my brows for a month | I recently moved was having a hard time finding someone in my area who specializes in eyebrows and whom has good reviews. I found through Yelp and he wa | I've said this before and I'll say it again... is genius. I have been getting my brows done by for about 2 years. For a while, I got my e"
item_41692a9051605993,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes, American (New)",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"It was my first time here , right of the bet the place is not exactly clean , the interior is really nice and cozy but the dirty silverware that was giving to m | I am in love with this gem! If you are craving a healthy and colorful eggs Benedict this is the place to go. The plate was just beautifully set up with fresh fo | Horrendous. We went for brunch on a Saturday. Something had caught on fire in the kitchen when we arrived and you could still see and smell the smoke by the tim"
item_4169b695ade9a278,"Food, Arts & Entertainment, Wineries",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;GoodForKids=False;BikeParking=True,"This place is the store front for the vineyard and offers most of the wines available at the vineyard. The server/salesman was very easy going and honest about | I love having Vineyard so close to my apartment. I stopped in once on the way to dinner with friends and we did one of their cheap tasting deals. Hones | As one who dabbles in oenology with the characteristic snobbery, I was blown away by Winery. The modest Main Street location boasts some exce"
item_416b1c1fb16ec523,"Medical Centers, Health & Medical, Walk-in Clinics, Family Practice, Doctors, Urgent Care",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"Excellent treatment from the doctor on duty. I wish my primary was this responsive I would recommend this urgent . We have been here twice and always g | I had a great experience there when I had the flu and couldn't take it anymore. A bit of a long wait, considering I was the only patient there when they opened | Excellent treatment from the doctor on duty. I wish my primary was this responsive I would recommend this urgent car"
item_416c7c5e49d04686,"Nail Salons, Beauty & Spas, Hair Removal, Waxing",Tampa,FL,1,BusinessAcceptsCreditCards=True;BikeParking=False,"Great prices and fast service! Great for walk-ins. Eyebrow is on point. Lots of colours of shellac to choose from, and the foot massage during the pedicu | Overall, good experience. My biggest complaint is that I wish my pedicure lasted longer! It was so relaxing and felt great. The lady was nice and made me feel s | These ladies are pretty good at what they do as long as they are not slammed and have to rush through their work. I went here for a while but just stopped becau"
item_416e16f4ca0a34bc,"Fitness & Instruction, Trainers, Active Life, Gyms, Interval Training Gyms, Circuit Training Gyms",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;BikeParking=True,"What an amazing workout both strength and conditioning. The staff are very knowledgeable and also know each member by 1st name. I have been a member since they | They offer a 7 day free trial which is nice. The package pricing is not equitable to the workout you're getting compared to pricing at other multi-functional gy | Recently joined two weeks after giving it a try when I visited my sister. The HIIT workouts are tough, fun and constantly mixed up so you don't feel bored. I"
item_41737cd757d137af,"Doctors, Ear Nose & Throat, Allergists, Health & Medical",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"I'm rounding up to 4 stars because my tonsillectomy surgery went very well, and I had a very mild recovery compared to everybody I've talked to despite being an | The worst experience I have ever had at a doctors office before. I have had tonsil stones for about a y now which results in me couching up blood, mucus, and | Wonderful practice, patient oriented, attentive, particularly pleased with friendly staff. Waiting time almost zero. Dr. Kang was took care of what was botherin"
item_41742f052c23c75f,"Barbers, Shopping, Hair Salons, Beauty & Spas, Hair Stylists, Men's Hair Salons, Cosmetics & Beauty Supply",Tucson,AZ,1,BusinessAcceptsCreditCards=True;GoodForKids=True,"I usually only go to super cuts for my cuts because I just keep my hair at one length. I believe my hair dresser was Stephanie? She was very sweet and gave a gr | My lady has been here a few times and I have come along. Good and fast service and she always walks out looking amazing! The have ample magazines, a decent s | I typically don't go to , however I was needing an emergency trim. Stephanie was incredible. My trim was perfect and she added a nice personal touch by"
item_4175b738270ca33e,"Pizza, Restaurants, Bars, Nightlife, Italian, Salad, Wine Bars",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'no';BikeParking=True,"Fast casual restaurant concept perfected. One of my favorites in Arizona. No matter which location we visit, the quality of the food is consistently amazing. | UPDATE: IT WAS AMAZING THEY REALLY OUTDID THEMSELVES. Seriously one of the best s I've had in awhile, cooked perfectly. They really give you the VIP treatm | What a great day to enjoy this place on the patio! Sadly for me Im the Tucson Native, that doesn't get out much to really have much to compare my lil world too,"
item_4176349bbd837062,"Event Planning & Services, Hotels, Hotels & Travel",Tampa,FL,1,BusinessAcceptsCreditCards=True;WiFi=u'free',"I don't even know what to say. Be warned, this is a 21 and over only . If you booked through a travel site, your screwed because its not disclosed beforeha | I don't even know what to say. Be warned, this is a 21 and over only . If you booked through a travel site, your screwed because its not disclosed beforeha | Woah, I saw someone mention ""boutique"" in the reviews, and while looking for a for business in Tampa, I saw the price and was sold. Sorry, but boutique"
item_4177fbb67887c1da,"American (New), Pizza, Cheesesteaks, Restaurants, Sandwiches",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi='no';BikeParking=True,"I absolutely love the theme they have going on here with naming a lot of their menu items after scary movies. It's a very fun enviroment for sure. Some of the b | First time at the north side location and my wife and I enjoyed the visit. We shared a side of beer batter onion rings with ranch and they were delicious, nice | I've been meaning to try the original location for a while and stumbled upon this newer location on River. It's smaller than the original so stake and claim you"
item_417c4d874abb47f3,"Flooring, Tiling, Home & Garden, Kitchen & Bath, Shopping, Contractors, Home Services, Handyman, Carpenters",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"I called looking for help on a couple small projects. Charlie's schedule was booked up and he couldn't get to me quickly but he gladly spent some time on the p | We had contacted Charlie to complete a simple job after trying and failing to get in touch with other contractors in the area. Charlie was quick to respond, and | We found Charlie and his staff here on Yelp and couldn't have made a better decision. He and his crew came in after our washer flooded from our second to our 1s"
item_4180502799801ccb,"Pets, Cheese Shops, Health Markets, Grocery, Food, Specialty Food",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;BikeParking=True,"I stopped by for the first time recently while in the area. At first and second glance, they seemed like an over-priced version of Whole Foods, whic | Ah, the original grocery co-op...two floors of organic, locally grown/baked goods. While they do carry some of your average supermarket staples, th | When I resided in Philly for 8 yrs...this was my go to store (along with a few others) and I loved the sense of community, the fresh and local food and the brea"
item_41898b1433b598f9,"Bakeries, Food, Coffee & Tea, Desserts",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;OutdoorSeating=False;WiFi=u'free',"We ordered a birthday cake from here. The cake was decorated beautifully. The Cake itself was moist and very yummy. And the frosting was the happy medium betwee | So I've been trying to stop into this for a while but due to the hours it was really difficult with work. I finally got to get there today about 10 mins b | Very nice, clean and cozy coffe They sale lots of ries and indonesian snacks and some traditional food They do have chair and table to enjoy your food"
item_4189e49f294fa6b6,"Apartments, Home Services, Real Estate",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"I can't say I'm impressed anymore. I've lived here for a few years now and loved it when I moved in. Granted, things change, people move in and out and ownershi | staff goes around putting notices on cars that have backed into ir spots, giving NO reason for doing so, yet continue to do nothing about vandalism r | Noisy neighbors, cars left abandoned in parking lot, broken glass in parking lot on weekend mornings, because y let teens run around at night leaving"
item_418af1613780b9b1,"Shopping, Pharmacy, Health & Medical, Convenience Stores, Photography Stores & Services, Drugstores, Food",Tampa,FL,2,RestaurantsTakeOut=False;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;BikeParking=False,Nice pharmacist tech today! Looks like Sundays at 4pm is the best time to use the drive thru. Don't forget your card. They give you $5 off non-p | I'll attempt to be as positive as I can but the service at the including the manager is poor at best. Their lack of customer service sets an all time | This is the worst I have ever come across. Patients prescriptions are backed up and wrong prescriptions are filled. Phone wait time is usually over 30
item_419311c155f87f2b,"Restaurants, Italian, Pizza",Philadelphia,PA,-1,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True,Great new addition to philly scene. Credit to m for opening right in heart of 2nd wave of covid. So logistics...la taconellis y only mak | is definitely a much try but I had high expectations going in to try and unfortunately it didn't live up to hype. regular piz | Just amazing! I just moved around corner in Old City and my boyfriend and I stopped in today for our first time and got Paulie. We are both Italians and
item_419623d2466ad676,"Latin American, Sandwiches, Cuban, Colombian, Restaurants",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;BikeParking=True,"Great food!!! Yuca is to die for. Seriously ! As previous review said, doesn't look amazing from the outside, but the food inside and ambience makes up f | My go to spot for coladas, tostada and croquetas in the morning. is super nice. Opened Monday- Saturday until 2. | Had a chicken empanada and a , both tasted great. Clean and friendly staff, will be back."
item_41993df5f75ec50b,"Car Wash, Automotive, Auto Detailing, Auto Repair",Tampa,FL,-1,,"I have come to four times now. It is a family owned and operated business. customer service is 5 stars and they always make you feel welcomed | Holy sh****** my car looks brand new. Looks and smells like the show room floor. Not one speck of dirt in any crack or crevice. Customer service was great. Thes | This place is always steady but very efficient. I called and was able to go right in. I have to say for $25 it included, wash, wheels, vacuum, and shampoo, it's"
item_419ad2ba69b449a1,"American (New), Food, American (Traditional), Juice Bars & Smoothies, Sandwiches, Fast Food, Food Trucks, Burgers, Restaurants",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;WiFi=u'free';BikeParking=True,Loved the cheesy sandwhich and double fries yummy its cheesy and delicious | 1st timer so while in this part of town had to see what the fuss has been all about. Only regret is forgetting to have lettuce & tomato added to | Wow! I had been eye balling for months now... I just hadn't gotten around to trying it until the other day. As soon as I saw the Hawaiian
item_419e8599a0c48ea6,"Cuban, Food, Caterers, Event Planning & Services, Sandwiches, Bakeries, Delis, Restaurants",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"We only come here for desert because they have fabulous desert. Eclairs, tri-color cookies, butter cookies and my husbands favorite the banana bread. Just to na | Omg so frickin delicious. I had the creme brûlée bread pudding, a decadent slice of Tiramisu and a small box of their specialty Scachatta Sicilian pizza and all | This review is for made-to-order cakes. I was previously unimpressed by items in their bakeries, but I have found that some items are pretty reasonable (cronuts"
item_419fc099e47c97a4,"Blow Dry/Out Services, Hair Stylists, Hair Extensions, Beauty & Spas, Makeup Artists, Hair Salons",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"This was not a good experience the first time I went. I am going to give the another chace, as they were new when I went an I am hoping they have gotten a | I'm an obnoxious customer and I know it - I reschedule frequently and I am very picky without being specific about what I want. My biggest pet peeves abou | Wow, 5 stars or no stars, not much in between, but I am and here is some useful information: 1) Be very careful parking! 2nd & Chestnut is a hotbed of PPA ticke"
item_41a6b23beda8889b,"Hotels & Travel, Car Rental",Philadelphia,PA,-1,,"wow i feel bad 4 the guy below... but they treated me amazingly. so friendly. and they drove me back to work after for free!!!!!! | I had a minor fender bender and, through GEICO, got a al at . It was a good deal because the insurance company paid most of the cost . The ca | It got even better this week (4 weeks after the first experience) I got a bill for $15 for asking for an itemized bill... this is freekin ridiculous!"
item_41a6b786263169d6,"Junk Removal & Hauling, Local Services, Home Services, Fashion, Antiques, Shopping, Flea Markets, Demolition Services, Pop-up Shops, Used, Vintage & Consignment, Thrift Stores",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;BikeParking=True,"This is my favorite place in Philly! I always find super cool and original stuff in here, for a great price. The employees are fun and funny and really helpful. | It's a lot of junk. Not like collecting worthy junk, like collecting dust in your extra room junk. It was interesting and the people were cool . The space is an | Really cool indoor flea market! I had a great time walking around and sorting through paraphernalia. It's slightly gritty and spooky inside, but that's the only"
item_41a7e1c9de0d49be,"Appliances & Repair, Local Services, Shopping, Home & Garden, Appliances",Tucson,AZ,2,BusinessAcceptsCreditCards=True;BikeParking=False,"Competent and professional. Quick response at a reasonable price. Would highly recommend them any time for appliance service. | This locally owned business is great. Purchased washer and dryer from them and they delivered promptly. When I had an issue the next day (turns out it was my br | I have purchased 2 for my home from 's and my husband has purchased 1 for his rental property. All have held up very well thus far,"
item_41a8221c93a74531,"Arts & Entertainment, Festivals, Local Flavor",Tampa,FL,-1,GoodForKids=True,"In all fairness, maybe I arrived too late to really enjoy event as much. entry price was okay for chili sampling but y ran out early so I decide | I have definitely experienced better outdoor festivals than this one. This was billed as a festival of craft beers, chili, music, and cigars. selection of b | I had a good time at on Chili Cook-Off. I don't know how much weight my review really has because I was one of contestants, and refo"
item_41ae36bab670e947,"Pizza, Restaurants",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,"One of the better joints in the S. Tampa area. And believe you me, there are A LOT of joints in the area. Located across from Plant High, the buil | The crust is thin and crispy yet foldable. A great place for a slice and a soda. | The service was great and the prices are reasonable. 's serves the most authentic NY style in Tampa. The only other place that comes close is Eddie &"
item_41ae8d3fef419f3a,"Transportation, Party Bus Rentals, Airport Shuttles, Hotels & Travel, Limos, Event Planning & Services",Tampa,FL,-1,BusinessAcceptsCreditCards=True;WiFi=u'no',"We used their shuttle bus for our wedding. It was new with nice leather seats and cool fun lighting. Cost effective, on time and great way to shuttle our guest | Is this a threat? Now he's threatening me because of my review on Yelp. What do you think Yelp is for? See his text to me and the photo screenshot. | Alex and Transport handled our needs perfectly during one of the most momentous days, my daughters wedding. Communication was spot on an"
item_41af4673ee4e32e3,"Performing Arts, Active Life, Kids Activities, Playgrounds, Trainers, Party & Event Planning, Event Planning & Services, Gyms, Arts & Entertainment, Fitness & Instruction, Preschools, Education",Tampa,FL,-1,BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi=u'free';BikeParking=True,I wouldn't recommend... I took my son here to try a class out. I guess they don't have a sick policy? There was a little boy coughing and spitting so we chose t | Attended a B-day party with approx 12 children. 2 of the staff members were getting annoyed that 2 and 3 year old kids were not listening to them. They began | I don't feel comfortable taking my child there after noticing something by an employee. I don't even want to post the experience. Don't take your child on the d
item_41b01a180dc2ff73,"Restaurants, Nightlife, Sandwiches, Music Venues, Arts & Entertainment, American (New), Cafes, Burgers, American (Traditional)",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"It's late and we wanted a drink or 5 so we headed to the .... Ok we were going to a Halloween pop up bar but the line was around the block. Never had a bad | We usually come here every year before the flower show since it is right at the train stop. We always get seated right away are servers are always great people. | I've rated this at 3 stars only because I'm a usual fan. I love to visit as many HRC as I can, and do not mistake me, I LOVE THE CHAIN !!! Food is goo"
item_41b0344d980140d1,"Beauty & Spas, Hair Salons, Nail Salons, Skin Care, Makeup Artists, Waxing, Hair Removal",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,"My best friend I stopped in when we saw a sign on the sidewalk advertising a special. Neither of us has a habit of getting pedicures or manicures, but we we | I came in for a walk-in mani-pedi. The deal was great - $25 just for a pedicure but $30 for a mani-pedi. I got the mani-pedi option. The pedicure came out ni | I honestly should have just walked out, this was a very frustrating experience I'm not sure that the owner understood that. I was looking forward to a bit"
item_41b2143c137c60f4,"Food, Bakeries",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;BikeParking=True,"This small shop is located in Reading Terminal market. I bought a muffin and an almond croissant, but I was unable to buy any water or juice because they don't | Very good bread. My favorite is the multigrain baguette. They can slice the bread for you. Most of their bread is sourdough based. Very crusty on the outside | There's nothing like fresh loaves of bread. They serve 'em by the large round loaf here, and you can get special pastries up front, or the bread-special of the"
item_41b38e018cc16b3b,"Restaurants, Italian",Philadelphia,PA,2,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi=u'no',"Large windows. Open kitchen. Inspiring menu. Attentive staff. | I really wanted to walk away from L' in love and sadly, that didn't happen. The poor service did not meet the menu. I would consider the restaurant a sophist | The good is that this place is a BYOB. The bad is that the food is NOT good and way overpriced. If you like small portions that are expensive, you're good then."
item_41b571cd3ae50a5f,"Specialty Food, Food, Fruits & Veggies",Philadelphia,PA,1,BusinessAcceptsCreditCards=True,"Wow I'm so startled this place didn't get better reviews!! They have so many options, and I've only picked up a few things from here. The prices and selection | If you can swat enough flies out of your face to see clearly, you'll spot that the majority (greater than 50%) of what they have is covered in mold. Save yours | I think this place is actually called 's Produce Market, but has a nice ring too. I've been buying pretty much all my produce here for the past three"
item_41b5b98317045bf3,"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"Wow. This place has been a nightmare. I found a groupon for this place and should have been cautioned from the beginning. But the reviews for the clinic were go | All Great..! The Dentists: Dr. Swidler and Dr. Glass, the staff, and the assistants. We've been patients for close to 20 years. The atmosphere is very relaxed, | Avoid at all costs. I was recommended here from my previous practice after the dentist retires. On 2nd visit, the hygienist (casey?) started doing a gum exam by"
item_41b890bc85522a8f,"Local Services, Engraving, Jewelry Repair, Jewelry, Shopping",Tucson,AZ,3,BusinessAcceptsCreditCards=True;BikeParking=True,"Enjoyed our visit the education on turquoise stones. We found some Beautiful pieces for Mother's' Day gifts. Great local business with long family tradition | I was initially really impressed with . His shop is nice, he his family were friendly. He assured us that he could create a custom engagement ring for | This place is the absolute best, customer service is outst ing they go above beyond to assist you. I brought my ring to them to have a stone replaced"
item_41babd50e9c55a7a,"Shopping, Books, Mags, Music & Video, Bookstores",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;BikeParking=True,"I stopped in this store yesterday morning before a long day of meetings. I needed a phone charger because I forget mine at home. I was horrified at the employee | Why, oh why, employees of this at 30th Street Station, do you seem like you want to kill not just me but each and every customer who comes in to buy s | It has everything you need from a in a train station with the added bonus of un-attentive associates, discussing why charles hasn't called in 3 days a"
