task_id,passage,difficulty,slate,chosen_item_id
task_tr001810,"I usually go to Gilbert to get my eye done, from a lady who I've been getting them done for the past two years, however, I decided to try a place in Tucson being that traveli",t5,item_b6be7acfc3a1f4b7;item_fb3d65c5ca45ab89;item_366fa01f1cb517f1;item_63d26293a5fead12;item_b4fe3e41701a4af2;item_0e8d2df52aa397cd;item_ac0c8d2da6b2c175;item_8ce8e9214e476d17;item_cf49166e45a8fd78;item_95c20bae154d1bea;item_0ee33036f64eb133;item_c68e63e0e7b26ffe;item_3650d0b7a94351b7;item_1d1fed17a824eb1d;item_5f44123678ba2334;item_acb0d7d9448839ea;item_b2e3ff665e5bc724;item_51866c92e2e121c5;item_48ca9621b4e69975;item_f26521b9e1cf65f2,item_b4fe3e41701a4af2
task_tr001811,"I waited for some time for delivery, but the ! It was worth minute of it. Probably some of the best I've ever had. Definitely not diet friendly, but cheat day worthy.",t3,item_3e84207c04bac44e;item_df5c99b60fd46493;item_fd9346b156a00d74;item_163cd358c12cd630;item_f157d3cb60140713;item_29606cb7be1309d6;item_ee5214dd866abb7c;item_05634315f8468fa6;item_25363daf9370c758;item_c69ef55c2a8bdd30;item_b0e560e96e81094f;item_6ce3397824dd0875;item_fec9ef702e046852;item_a2b37f2862c6fe01;item_bea552c4d7bcc14f;item_4286146a2d3168db;item_086b4cd7f71b8550;item_821749c19d26202d;item_c6b1416a45e34528;item_45883a55e5029a86,item_29606cb7be1309d6
task_tr001812,"This is the best deal in the city! Esp if you get a student or work discount and pay for the full year. I love the classes - which, even as an Ob/Gyn resident with no time, someh",t3,item_55063b75469c7310;item_5800cd576be5db2c;item_caa056f7bd5ea3af;item_2aaf7536544c44cb;item_10459f02a192917b;item_53747ec26e9bd401;item_da88e0b624a89ddc;item_98c21acb7718bae0;item_64f10d5a8e2027e1;item_da4dbecca0c4f6c2;item_55e12b123248d4ef;item_d16ad0b76e575ca4;item_01b614d3611eef3e;item_8946dd3ba664e7df;item_73917e18866ebbbf;item_c222b0073ad88e9b;item_48fdca7a11471117;item_9400de2a98e1cdf8;item_c97ec125856b9e10;item_8d752e50d5f5e820,item_98c21acb7718bae0
task_tr001813,"Good , never had the buffet. Everything is well explained on the menu for people like me who don't know a ton about .",t1,item_abc2dda57c9493bb;item_ceabd88417689354;item_09b5bacb9f728cb5;item_10cb6d599bf13fcb;item_e00e5257cea7d9aa;item_a89bfbd2192c2920;item_659240d52909a142;item_c74c0902e5d64b04;item_a0a08364bf00edd7;item_688b23980acb9a0b;item_3c6cf6a561456b3b;item_c1f5f0bdbfababf4;item_7c58ab04c34fb087;item_23324b8df9d4855a;item_be3a7e3dccd8cc8f;item_8fa9bcaca1a11487;item_c80cd1779722c4d4;item_044c0ca9d13f682e;item_00532583325b8665;item_dac9dc2bac03f18e,item_dac9dc2bac03f18e
task_tr001814,"Did I forget MURDER? yes that too.Crack smoking at 10 am in broad daylight on Thanksgiving, domestic violence, Section 8 welfare recipients calling the police everyday, swearing, f",t5,item_c2f12357b09c3e82;item_65ecc7701e7b539e;item_90e40ef08af42a84;item_8f7d795cb220dce1;item_e47253feaa83c831;item_c71243b3a005a13e;item_b0037303eb5c9041;item_219a27736cadd0e0;item_69c3312be0788c18;item_72fb25a02e224f3d;item_b25b605d47aec014;item_666d58fc0eb76fbc;item_93c1ed5bdfc06b8a;item_24b96903d754d157;item_f78cb2cc792efdd8;item_aa6c22dde5c60e5e;item_826ccf2047ab0d3f;item_44c80fd1fa0c6a96;item_e2dc27272400b3cc;item_a6bc55bad7e8ea00,item_666d58fc0eb76fbc
task_tr001815,"Our wedding isn't until next year, but I want to write a review on how wonderful 's has been so far! My fiance and I booked 's recently for our wedding at Morris Arbor",t2,item_a8d528810d2986b6;item_931f0ebadbb979cf;item_f2a8c6603145e77a;item_7a6204b8f93066db;item_557a264795f7a19d;item_7f19e80e36c3180d;item_18d6cbe28f3aca49;item_febbf03393c31e27;item_e95ac56eefeec43c;item_5793014b3e9d9867;item_5ee3cf08f9159514;item_4c54d77f19b2b8d1;item_11636fed793185b5;item_a8236fbc59e8b84b;item_7508ca8b7c3485ec;item_15fc905d81fddc44;item_c49d9872aa8d1f9d;item_1245f732f1d6ef12;item_bd6a9c121f5b4bd0;item_628bcf3410c35a78,item_a8236fbc59e8b84b
task_tr001816,"Gina ( cat g er) was so good! I only needed my cats nails cut. I just called to see if she was available, came in and she took cat right away. My cat does not like having",t2,item_95b2b63c0e10a275;item_a905ea1379cbc2c6;item_812147e0b6ef7bff;item_1a96b4486b489d5d;item_008b27ec4a198b6c;item_c1e20c398646d5da;item_3949b9c65a823135;item_2c789bd5657cb2a1;item_314818a1249c03c9;item_2357c99d07c9ee21;item_85bebec9396e0738;item_2d40fab4f4b06294;item_6a6fb84652c0e4a6;item_5a853a66be536004;item_5ae7062413ac7790;item_72147f27f0ed1e49;item_cd277f40d523ffb9;item_69327977d4cabb21;item_9b1188c2db7cf227;item_b44075123798cc68,item_2d40fab4f4b06294
task_tr001817,Great experience! The guys worked hard the whole time without a complaint or stopping for breaks. Will definitely use again for any future moves. Unique setup where booking is thro,t5,item_1769610b17195a20;item_49c97c5c3374f0a0;item_12de357c8255a931;item_5769dfeec260eca7;item_fb98c282525cab1e;item_a997ebcc2580f620;item_30b96c0fc99f98ba;item_7bbf1578bf8007c6;item_edae2ed981da0ed8;item_7851b0a8d62f53fa;item_d372bcdbc7b463fc;item_2489ff191db85df1;item_a399f58ad5b6bb32;item_eaa6e3bc6daaee89;item_5058942746080292;item_12fedc6150228bf6;item_7760668ee551144f;item_bbee33087ad8cfa7;item_baae33fcabe0ce52;item_e5224df9f820f017,item_49c97c5c3374f0a0
task_tr001818,It's hard to find good food. 's food is always fresh and tasty. They have a open floor plan so you can see them prepare your good. Very clean and polite staff. This is,t5,item_ad10321d172ebd9c;item_084a1fc7de282966;item_90a99576753602af;item_7880c9d75d71fc43;item_7daa3c02c1b95129;item_d8b06426dda357ea;item_30c7f40d54edfb45;item_5c87e170b396057f;item_1fa772bd0bdf9ff4;item_09908190301454e3;item_3c7bfe0ee578e6fe;item_bd182ab538a999b0;item_b7f424bc82173fe1;item_2844ce281245b3d2;item_fafda51f1e3ab78e;item_1517507c280fb501;item_bc528818c9a7b4dd;item_3934c7504d50fb71;item_9c93c730e5de3b2d;item_7ffe3bc9de9abf60,item_2844ce281245b3d2
task_tr001819,They have a wide selection for reasonable prices. They also carry many sizes. Workers are kind of seem to hate their job.,t4,item_9f251e2164b47dbb;item_906b09bd646d99eb;item_bd8584a61472a56d;item_d2045a189f85e056;item_245fbd2229125ad6;item_d6764645783a8bab;item_bef2b726ba6db7a1;item_e54b0da0ff2f8a82;item_9e7d0be1090c3e07;item_81cc46af37e28795;item_9ae819c4cd96e13a;item_572343dded47afb8;item_190047b0033a2745;item_2f4483181abbca3e;item_f935a5ed7b779c77;item_e50d94b06ad57334;item_6812ab904000329a;item_ec81001d6b39832a;item_d394756435b82667;item_6f9e1fbd68d68331,item_f935a5ed7b779c77
task_tr001820,"I have been reluctant to get a Medical Marijuana card---however, it was time. I am so glad I found the . They were very professional and answered all",t1,item_fea0910f544519d6;item_f28603779a3d97e2;item_e0797c35861dc85c;item_a05a301ec29914f1;item_cbf9a33c08d3fff8;item_1e02f574f2a07beb;item_a3a462bac10b6cbf;item_678e96fb9393e0ae;item_30c331f0d9e55e2c;item_f2e876fe4a6221c7;item_c4bfb18bec894387;item_92eb77eedaf40c7c;item_f565a1826792380a;item_8c3cb00035d13587;item_c7268f9baca27ef6;item_88c1ec9a6b74eac9;item_44edba8fa1811b47;item_ab159b92d9f8984d;item_200a57289fe076da;item_6fa08d6c9164e0c0,item_fea0910f544519d6
task_tr001821,I'll never go to this location again. i ordered a half pitcher of margaritas w 1800. the mixer tasted really watered down compared to every other 's i've been to. I was really,t2,item_f79e4248fc3b347b;item_e9abfbf7074dc137;item_885c7875b69d1fd5;item_447f61c21fed15ac;item_abf939721696a02c;item_478195ebc2caf88e;item_54656614703265b0;item_69f4ba0879468ee1;item_0c3c18dd8285c989;item_e40f8eb8dc07c54d;item_412db3b985e4887e;item_b5bf45e8db8a7514;item_c7544991d21d9419;item_f3c79c231edf9b12;item_18cbd8ca80cd8174;item_544a1eb3c17daa05;item_ed4a40bc96052db8;item_bee720266feba67b;item_89c4030e6149049b;item_3cd24982af282579,item_478195ebc2caf88e
task_tr001822,i was told that makes best Indian food in Tucson so I had to try it out at Food truck round up! workers were really nice & my food was ready in a jiffy,t2,item_0b545d3c13b808f7;item_1730d59c29294051;item_553187a32bb82561;item_494a796f8dcc201d;item_3eb9b090fc42315c;item_1612f88c9feb1380;item_a8c21b9b261d1947;item_99c9b351e184c63a;item_ef533c555f5874dc;item_e36755fe1213870b;item_e1d5e2395300853f;item_657c91642c5fb686;item_5753bc4d3e85647a;item_b569157765aeb38d;item_ef539820e2d28a4d;item_c302dc3f6ef13b02;item_3ccd5f6bfe721b51;item_6106cfc36007776a;item_18111be7b748538a;item_335bd3cad9a185ee,item_e1d5e2395300853f
task_tr001823,"Great new place in South Philly!! Went for lunch yesterday, enjoyed everything we got. My friends and I got an angry dragon roll, salmon poke bowl, and a salmon bento box. It was a",t3,item_6d36d0f62385913f;item_7efaa3d8c74d15be;item_e4c2fe4ab70d97ea;item_17a59c7abb2f6462;item_add9dd871e03633e;item_6d031b16c694475e;item_caff2c2aaebdcbcc;item_9dbd42febcaddc2c;item_9363b74b3f169eab;item_d5b8040dc6f729ca;item_6b631f3e75d9baaa;item_b1609ba70bc70fa7;item_a3f6d5746675dd81;item_d9694db61eefe890;item_3e5ca21e426739be;item_219ae181b00d4e3f;item_8299bcd990402a83;item_e255f0927013acf8;item_546c6e1322916634;item_42c53483c10b8e53,item_6b631f3e75d9baaa
task_tr001824,Always a solid choice especially if your guest don't want real Chinese. This is not a put down. The food is excellent. The service is always polite and efficient. The is,t3,item_1ece99e7bffb1794;item_87397e7cdb30c5f7;item_0706d4b386acd313;item_8eff42abbd2051e5;item_97289b363732cd3f;item_f9c71282db81801a;item_5a77083022d1beaa;item_6374deefb05707f3;item_9a473a03680886dc;item_afb0bdb9df10f7b0;item_515fc10ca5c9a990;item_2cadb12e0f4ad058;item_13bc458660191535;item_a1d3c2e9a6dfb19e;item_4a4aec2a731edf6d;item_0d466141da5cfec9;item_54099553ed79e22f;item_3934c7504d50fb71;item_c789377fab598ca2;item_4ba8c44395ab4b95,item_4ba8c44395ab4b95
task_tr001825,"Fun bar after Lightning/ Panthers game. Good food, Saint and Kelly are the bartenders and provide excellent service. I tried the Cobb salad which was very good. Kelly let me sampl",t2,item_a6d6221c17bae470;item_6e224804ebf4a058;item_ebcaffc37e8c42b1;item_03281cd97eb4612f;item_9259032b162c4b76;item_17a59c7abb2f6462;item_4160bff1e44928e4;item_0a353e800c7369fc;item_1ced7d2e7e27fa5b;item_f3da8398d361c36f;item_38d814396d786268;item_821303ab41f34540;item_57e4a0f62fccd9cf;item_d6b92793e5c8c2a4;item_3ed0ce63f2523205;item_67c890c11ea591d0;item_6da063cec608205c;item_02006c46cd0ff773;item_c2e57147c99f33a6;item_3f7c60c7eb1d41bd,item_4160bff1e44928e4
task_tr001826,I have never been in Ecuador nor Cuba. So I have no idea if the dishes here are authentic or not. I only know they are delicious. Most of the entrée are under $10 . The 2 dishes we,t2,item_18182341a12f5f03;item_75a18124bd176d4c;item_c51cc48dce15d70f;item_dfb8317decdac48f;item_ddc9640b619d9c14;item_8dd34a3dea48390b;item_d7d521386bcaa3fc;item_04894f4f4a1b21c4;item_6882032e2422b022;item_5b2b4e456db11ccc;item_bdda59e2c04cf3a9;item_1498185755f95646;item_3cdcfb664c395e4e;item_9b9130a014b6cd21;item_3246f66af72547b9;item_7294779df3eca53f;item_d386e2b073708352;item_4dfff8ccc8304f11;item_f06fc414a4b5ceeb;item_fef8121bf948ac94,item_dfb8317decdac48f
task_tr001827,"Here listening to her give every person that walks in a hard time . I'm going to review while I wait. This woman to the right is arrogant & ignorant. ""You can't give me your lic",t4,item_d10a6a86184c9902;item_4aa67407d1923d5e;item_56d5f4e81f21faaa;item_babfb00f43812628;item_70f542c974ce9bc9;item_57c3e357f4ec3164;item_91dcdbc950aa090a;item_c244a33f78c7d7de;item_4f0de78427636ecf;item_d60caf41bc850dd4;item_2be94569dadcbdc9;item_db92061bce75aa5a;item_67b50b3af47ba3ed;item_3978219b25c8e5e1;item_efcf5ad6c8559881;item_7a4c11ee686064e0;item_9556b96306fb70ba;item_bde4ad5e738eeba5;item_4e13a8f9f9ec64d6;item_379d2694564e7e1b,item_d60caf41bc850dd4
task_tr001828,I bought a used Audi Q5 recently and I have to say I was very impressed with sale and after service. If you are ever in to buy a car I highly recommend you look for Kris Bowman,t2,item_8a483376c8b7f2db;item_77012ac8791d3635;item_d8e9017899c31f61;item_cf0c935eb8b3ed91;item_ccf2611c8fb9ac3d;item_44fc4bc832a91bba;item_37715769fd46df81;item_9b3c06021118d84a;item_79242ccc32449e61;item_266e9d2daf682e65;item_a4553ea1ee90aace;item_f78b8017542388b3;item_9db66c073f16756f;item_d5e14971db411b84;item_f8b95f5d149d706c;item_9487ca7d5da7c212;item_26c74fc07ec9c021;item_51df22171164d7fd;item_d3347a3cfe48ecaa;item_72487fcbad055bf0,item_f8b95f5d149d706c
task_tr001829,The layout of the hospital is really ridiculous. I had an EEG there last week and I was told to come in the west entrance. Well when I got there they were building a tower and the,t1,item_51827d25a3902500;item_9416fdaa1259cf10;item_38fb0da09fe3b96b;item_17961d42106d6262;item_9f7fe7428f11daa4;item_f499a584316ddf03;item_d6d2a4041af6e0d2;item_70c5a136b8cde87b;item_bff5c0c5c576079a;item_ac7886d5dce1e3b8;item_31df18334c8252a1;item_07bac2a6c0c06ac1;item_0df0ceaaa0b39b5b;item_285c4ac540bd6eae;item_f9f9d8234b46ebd9;item_678ca55f8ddeb6be;item_6375f1d6a33e1b94;item_38e29a289fe2a484;item_0d00f9d1d82d39fc;item_2c5decbc36a34f04,item_17961d42106d6262
task_tr001830,"I have earned two degrees from the University - on my way to get a third - and I have never been to this café. Oy is located in the basement of the Hillel Center, which is jus",t1,item_fe2fa0a9bbc86e2a;item_c58e1c39a6eb6bb4;item_231b5cb511f234ac;item_838689f6b8bd51e5;item_90fa56f11a8afaf6;item_25f34399cebe34d1;item_6dbd071e3b29e696;item_f6793c46c54bbd35;item_ddc4d3b76e3598d4;item_b107ec9ee047b049;item_499f1e488cedbdb9;item_096a76688aa3c814;item_34e8f72331c9b825;item_b189f21953843ae1;item_8857905e81cd803f;item_b3c7c7271c3a362c;item_82750b0126e0e3fd;item_10e232fb4d44e819;item_30f060e212dc2583;item_2825a4fd0528927f,item_b107ec9ee047b049
task_tr001831,Fantastic experience. Booked my tee time on the phone several weeks ago. Called to confirm and they had my time. I had also requested women's rental s when I booked. Those were,t1,item_e3e03c5acda84ff2;item_a5200df6272bd39d;item_e23a2fb16dda14e9;item_ff556062af798d29;item_46deba985e9a73da;item_cdabc561919e45fc;item_1d829b3d4e28a3be;item_4176349bbd837062;item_4455980ecae33ed5;item_1cf941ab6eed76a2;item_9a44be629d7713c0;item_b4130bfebc53f7d0;item_25f5552d73f4db27;item_fc65b3d486540f46;item_b26000d2de2a4652;item_91487219790fdccc;item_b10aa5f82a041a51;item_15dc667226cb839b;item_84dd2a43d6e42ddf;item_025b0d2365095745,item_e23a2fb16dda14e9
task_tr001832,"I went to Penn as an undergraduate and work here currently, BUT I'm going to write this review from the perspective of a visitor. Physically, Penn is a beautiful space. It's been o",t1,item_78bba31da4f12598;item_eafd55684728434b;item_21ee8dcdefeac605;item_607f19a49b431940;item_4ec1518bcdeee7ad;item_82c0309b504fcdc6;item_aa26b11618aa68ce;item_1ed7ab47752a90c1;item_842674aef8c113ef;item_3de04a3b02582384;item_09e45150242a2e7d;item_ebba3d509114184e;item_689d632f0ec2fd35;item_751df07312503172;item_2b1ba3cbd6632455;item_93faeb4eb8ace210;item_8d1a0fa2e819a79e;item_6757d8f8a567fbd3;item_86be2d6eca5ce759;item_933bceef753ec6dc,item_82c0309b504fcdc6
task_tr001833,"This is my favorite divey-Mexican-spot-in-South-Philly at the moment. Tacos ($6 per three, generously filled) are pretty much everything one would hope for - homemade double-torti",t1,item_2be364dbaa4271ef;item_1fcb366d5f0dcf62;item_388f1d493e9718f8;item_bf8507066d112340;item_500423a3e6ed6d79;item_30bd7a653603cb5f;item_7619faa59ceef049;item_95d6e7b721140f65;item_557aa2903edc3d82;item_7fccdb7a422ef99b;item_f9bd8759d401463a;item_c736a287e4e2f7a6;item_78917c99c5ba060f;item_78ebaa96a173d32f;item_a93cc3f78402ee88;item_7883c153b0c8877a;item_cd4d83497488130c;item_9995d73356e42911;item_cef489389e6e0753;item_ce49d79945bd4da8,item_78917c99c5ba060f
task_tr001834,I love my new Simmon's new Black hybrid! The bed has diamonds inside for cooling and it the sales associate at this location was so helpful.,t2,item_7ffaabccf715611a;item_74f7009006410d8a;item_38e6811eff626b0c;item_b66d30d0878932d2;item_9f8f7c90852cf9bb;item_1e170aa86c2e5080;item_c48d2cfd60fc18d5;item_c9fa58e2ea1b3184;item_ba0636575cf9f6b4;item_d42d6bab4862c960;item_1e06d48ecc90f016;item_26269d309ed7c371;item_5c1aab63c0bbdd69;item_6e8962b4d6704541;item_fd586d1f4e956e3b;item_35aef4bf6868eaa9;item_be3ef245d82b4584;item_ad56cf53a03ca726;item_54bb45de51ceee20;item_3e2149af41a5ed2f,item_1e06d48ecc90f016
task_tr001835,Cheesesteak was meaty and the roll was soft! Ordered online and got a discount on my first order.,t3,item_b0cfd0013977e8a0;item_37e3aefb35fbbca3;item_d2997d5e90079a9b;item_e8b74100bf5f8976;item_a730a26060c244cc;item_1a4948cd8981a7da;item_092164c7267631a9;item_9817f4218e333b46;item_3a05ecd0d2ab76a2;item_25363daf9370c758;item_fd9346b156a00d74;item_b199ae55cec7f0f5;item_a74c3bc50b0cb2e8;item_3291271831a4a70e;item_da35ec3b9475d3ae;item_22e1354b7fc67df8;item_38c2271f06b35c88;item_ce231b6970322d4d;item_95e13f43f1426b58;item_ab0fd34187b9886b,item_d2997d5e90079a9b
task_tr001836,"Kevin is straight forward, quick and reasonably priced. 10/10 recommended. I was recommended by Jim Click body shop and a local mechanic that I go to.",t4,item_49504a6a4400eb91;item_9aaedba2c0993c56;item_6d9f0e25e22e8291;item_d6c882aa515c7395;item_7c1c11202bd89fb7;item_bf0ac84d3f525876;item_66b7e794828632d5;item_6b2f5c6a7563f0f6;item_cc49948f8ab72584;item_b8afffe5de307cc1;item_e1f713abfbd262c9;item_103d3fce7f636fef;item_aceb7e9e003171c4;item_2d328980953c9c09;item_2a99f1bdff1f4fc8;item_795d635a418d3c03;item_751db5268c81ddb3;item_5b09bde556c36741;item_f89f2c93eb5916f8;item_2c6b86ec44f25d08,item_2c6b86ec44f25d08
task_tr001837,I bought a sofa and love seat from the store on Dale Mabry sea little over three years ago. I did but the extended warranty for $250. The leather is now peeling and cracking. The w,t2,item_9b20b14d841e25bd;item_e0fcba6dbf68575f;item_e9b872aea067c0e3;item_f850c4f9e859996a;item_411c7329e5c740be;item_531f38e178276f59;item_21b0fb26d48377d0;item_871a75752f8e8751;item_130db221bd8d9036;item_2a480edd3d61bf1a;item_ee1ec634b4c081f2;item_423f7168a1dd1fa9;item_8cdaa39d901e7f06;item_a3f5fa79062cc8e8;item_9c60a324b4125262;item_fe0873d079294b6b;item_e8acbed09f53637c;item_f6556d619d57364b;item_d67d395d34b18a82;item_a0ab0e868ba1e9ab,item_130db221bd8d9036
task_tr001838,"I've always enjoyed this thrift , although it can get a bit chaotic at times! I love that it's local. I love that it supports children and families in Southern Arizona. There",t4,item_2c9c85cf6eabb757;item_08a880722ba6b433;item_2e2b15c36bfb5fb6;item_ffd80b46b4bec4e4;item_39150f88fb7e7ca8;item_35aef4bf6868eaa9;item_e458da3be79cd44e;item_292618e091b2195b;item_d5e16a9f9eed65e0;item_13139a219fa23900;item_380a5283c1dc04c4;item_d85c13b89240bc93;item_57254ad7fd035b8a;item_0dca6d4e7ebe3d1f;item_a8c50bf03e71bd1e;item_7a3049ef198e936b;item_a2370bd9dd38af5d;item_264e25a166119485;item_4a48fc2bd0fc34c2;item_7a2917cb91b36b33,item_57254ad7fd035b8a
task_tr001839,This is a new salon that opened in Hotel Congress that is ran by head stylist Lindsey Ross. I first had Lindsey cut my at Aveda Institute ( school) in Tucson,t3,item_6ba4e332c9ef80ff;item_d24f68dd3c6e1e13;item_865683f526ad4266;item_e0d489fc51c6748c;item_1d3556f4d3abdad4;item_43e226a041b624f4;item_d6c6dc35b51a414e;item_fff03cb4ef76a412;item_04a79891c5c3b7dd;item_9b9853d2d9d60a70;item_18d3cb4a1dd6ac2b;item_6631b096ecdafd7a;item_35100f5ea78e36d1;item_46942099500b268e;item_28f5bec71244eff3;item_07ec912036ebfb08;item_da7f650eceb1971f;item_21002908df90a98f;item_31eea7b986e473bb;item_7c89b2e0ea513255,item_d6c6dc35b51a414e
task_tr001840,"I had to laugh a bit when I saw the low reviews this place was getting because my night at was nothing short of excellent, both with the food and the service. We wer",t1,item_2c2980816195bb99;item_2e7ab8d459d0d6cc;item_440b4f3e158d73db;item_b710dfbffc822cf7;item_ca4da68e1e2a2333;item_268fcec3ed98dac2;item_866e7a026fa9dc5f;item_c7626b50dd8255dd;item_ad10321d172ebd9c;item_0f526069014074cf;item_8bf459698a77ad48;item_c233bb6b69f42417;item_a67e2a558c61a8ad;item_87d66f4965433d28;item_68b636f1111f3b28;item_e4fdc5c296e89ecd;item_43d074b8e7747052;item_d288dab3617e6ec0;item_113f5cd476d1248b;item_7d7f5a06fecd3274,item_c233bb6b69f42417
task_tr001841,"Terrible experience! Horrible quality! Waited 3 hours, had a reservation. Left returned,to be told that I didn't have a reservation! The little 9 yr old daughter of the own",t2,item_359b8a82d33d8efb;item_c4767115a5c32d4f;item_4109428d4e23161a;item_d555695ac87a1545;item_8294919430a46962;item_1ac28d56ef6870f0;item_c986bc70f1697e16;item_8ce8e9214e476d17;item_d3749fa5be4acdcb;item_a13464b822ceea15;item_4d15321d7397e770;item_635cf00825c6ee25;item_4b1238101a852ed0;item_5631c849fe4c8ed0;item_78eb7f9822ac5212;item_038a827d0f4fdcb7;item_7471581019aeefac;item_9112438638de9428;item_90e3a7ae91778a76;item_6237c7ff25dc1803,item_6237c7ff25dc1803
task_tr001842,"We recently relocated to Arizona purchased a large property that has many s, cacti vegetation that we are not familiar with. We did not know what was 'normal' for the d",t2,item_954218213028feb6;item_231daa6693cbc1c1;item_9f3f9c4ad2798b33;item_388ec257286ec629;item_8e22da132dfa43d5;item_f72dcc7143c17a00;item_1f318bbcaad2b715;item_5fdf28219f6b5493;item_526218fe89c8a505;item_690e6fd0405eeac2;item_77e8b9a45968afc7;item_83b6650d173f1155;item_91b4f1022539e17e;item_6f0d427997fe276d;item_bac004e65acff30f;item_f129a690500d4e1d;item_875e9b4a5a547c75;item_2eb9fac680f579f3;item_a6bc55bad7e8ea00;item_8618b7e36405f885,item_875e9b4a5a547c75
task_tr001843,"Since they gentrified 13th street oh, so long ago and got rid of The Perfume Factory, I have floundered in my search for consisently good quality body oils, lotions and scents. The",t3,item_675a8b8c4e106e14;item_ae6544ed6cff26b3;item_f46e1cc31604d62a;item_286d694a62ecb28e;item_50aa50b4a501e039;item_7a92abf9dc45eb7e;item_23ba030bd6bfa9a4;item_659d183cbdd5c2c5;item_8c6d9e57f6b1dc0c;item_74fcd3798d5c0fa3;item_f5264372f4be6f57;item_5d7e8bdffcee71be;item_d7b706dc513aad85;item_fa2f9832ef4f662a;item_675c58bdf7dfc55b;item_1ce6e6a3b5d8baea;item_093cf853d07087e8;item_1d5ea0d93446aea5;item_e2f264c9618fe2bd;item_b00bda52edbba962,item_1d5ea0d93446aea5
task_tr001844,"This was our New Year's Eve destination for dinner. It's BYOB, and the menu featured a four course meal for $45 - you'd be hard pressed to do much better unless you're staying in.",t5,item_137fe7dae54e2952;item_160004609e313e19;item_cc02055fa5fe237f;item_590aa4755efab76c;item_923a3db3e99d9fd3;item_c4f37146ae45eda8;item_c96941b0c1f1ebb5;item_e7b923ac1e3f2fbf;item_d6e05acd42c387dc;item_da585413fd60a9e5;item_bf87bc3a3da82360;item_e530523ad8958366;item_f92116af6474da0d;item_b6c32af6a26e7202;item_48d0805b5fc2f743;item_31d7079ad6837397;item_5323d5f039989333;item_11be3af94b1c3147;item_b0845366134f2e88;item_0cd639454e9c1a93,item_590aa4755efab76c
task_tr001845,"They are a pain to deal with when it comes to insurance. Stay far away from this place, Philly has many other dentists around you can choose from.",t5,item_3afc5cf0018d7bb4;item_84b35007d5909930;item_8b5a36626d837ec5;item_073b0c4e9ee28ad0;item_6647c74f338afe7a;item_fe700c60a682746f;item_48a99124dc236479;item_61a5858fdd653a9f;item_389f6e89315f3fa4;item_68c5926a6445500c;item_4f9c734c82471844;item_54a7f2c46f6dab66;item_e62178049470acb3;item_1c5c422635d2bce4;item_b15492baf8f17c4c;item_5aa45deb2de4ae31;item_977e2d61606a0715;item_e9349232e04c7c70;item_14e83f15628376fe;item_7efb61f9b3dad2ac,item_977e2d61606a0715
task_tr001846,"One of the places to go when needing sewing supplies. Nice selection of fabric, dies, tools needed to do some sewing. Floor staff was helpful. Register folks were very slow, pr",t2,item_097520221cc15223;item_6f539c1c1ea6c2d3;item_aaa9fa203a7ae399;item_c1be09c69ff5388b;item_573f531b2a50337b;item_9afa6585b6b4dda3;item_08f18596473467c1;item_5061092041c6e867;item_9cede4a7f9b2f51d;item_239fccc58557b96f;item_a08cb5ce1de9e033;item_d585324c39382bde;item_067b728262a2863c;item_a85a72635b9bcd5e;item_9d5a92bc27a67ce1;item_221ba09fff05291e;item_3057a8260241fac5;item_89c076a08c803232;item_1b429c517e5a9e18;item_a7ae8e87267b01d3,item_aaa9fa203a7ae399
task_tr001847,"The show: I've been here about 4 times and have had a different experience each time but what's consistently great is the show! The host, I think his name is Talent, is VERY funny.",t5,item_ac47d0b79c106a4f;item_b217c9c8c0358075;item_82a8a0f1faf884e5;item_c9765bf18ce0721d;item_2990c2d3df167da8;item_1ab5f083ffa275e5;item_d8c90adac2189f64;item_6017c14f952e53c9;item_561daa532b436aeb;item_b65a26d8d6d041a2;item_cb2e93b8df1b4768;item_45fd3c4e4e7646ea;item_d59af5ff5654d37b;item_fe1eff07e2a1d77a;item_ac8b15d6f98dd041;item_f9b73d34b260bc3c;item_651102fe7db17ece;item_27e368aff358fc45;item_130b40182d38caca;item_2825a4fd0528927f,item_82a8a0f1faf884e5
task_tr001848,"This chain advertises free Covid and Flu shots. That would be a YES. But bring insurance card. And Vax card and ID. My medical is in the VA medical system, USN. So that would",t5,item_d770b1c5ad7b50e7;item_6fa08d6c9164e0c0;item_4d5fff623359e4cc;item_e26331ad84cbe1b5;item_2fd32c1df4761051;item_ef1f790898447d1e;item_a1bd9966fb284e04;item_95027f41e8f92745;item_b0ec70a99c9edeb2;item_fea0910f544519d6;item_53de7aa4db97bbeb;item_1ae8b7e0f8c1c0e2;item_c9a83fe4750d965c;item_509bb0c97bd1b927;item_ab159b92d9f8984d;item_de205c98b83bc9e3;item_1e465543328f3722;item_4a5fc17912fa6b15;item_583ce133be82bf9b;item_8c3099dd2915c103,item_d770b1c5ad7b50e7
